species,Longitude,Latitude,Elevation_ft,Date,ppt_in,tmean_F
ANGE,-103.992,40.7939,5177,1999-11,0.17,42.1
ANGE,-103.992,40.7939,5177,1999-12,0.14,32.6
ANGE,-103.992,40.7939,5177,2000-01,0.11,30.6
ANGE,-103.992,40.7939,5177,2000-02,0.45,34.8
ANGE,-103.992,40.7939,5177,2000-03,0.98,37.6
ANGE,-103.992,40.7939,5177,2000-04,1.29,45.5
ANGE,-103.992,40.7939,5177,2000-05,1.87,56.2
ANGE,-103.992,40.7939,5177,2000-06,0.7,63.1
ANGE,-103.992,40.7939,5177,2000-07,1.24,72.5
ANGE,-103.992,40.7939,5177,2000-08,1.28,71.9
ANGE,-103.992,40.7939,5177,2000-09,1.3,59.5
ANGE,-103.992,40.7939,5177,2000-10,1.19,48.1
ANGE,-103.992,40.7939,5177,2000-11,0.46,26.2
ANGE,-103.992,40.7939,5177,2000-12,0.31,24.3
ANGE,-103.992,40.7939,5177,2001-01,0.38,27.3
ANGE,-103.992,40.7939,5177,2001-02,0.39,24.4
ANGE,-103.992,40.7939,5177,2001-03,0.62,35.2
ANGE,-103.992,40.7939,5177,2001-04,1.72,45.2
ANGE,-103.992,40.7939,5177,2001-05,3.26,53.7
ANGE,-103.992,40.7939,5177,2001-06,1.44,64.3
ANGE,-103.992,40.7939,5177,2001-07,2.51,73
ANGE,-103.992,40.7939,5177,2001-08,0.68,69.2
ANGE,-103.992,40.7939,5177,2001-09,1.28,61.9
ANGE,-103.992,40.7939,5177,2001-10,0.66,46.8
ANGE,-103.992,40.7939,5177,2001-11,0.34,39.5
ANGE,-103.992,40.7939,5177,2001-12,0,29.2
ANGE,-103.992,40.7939,5177,2002-01,0.09,27
ANGE,-103.992,40.7939,5177,2002-02,0.16,28.1
ANGE,-103.992,40.7939,5177,2002-03,0.41,28.9
ANGE,-103.992,40.7939,5177,2002-04,0.2,46.1
ANGE,-103.992,40.7939,5177,2002-05,0.49,52.6
ANGE,-103.992,40.7939,5177,2002-06,1.43,68.4
ANGE,-103.992,40.7939,5177,2002-07,0.46,73.8
ANGE,-103.992,40.7939,5177,2002-08,2.57,68.6
ANGE,-103.992,40.7939,5177,2002-09,0.2,60
ANGE,-103.992,40.7939,5177,2002-10,0.85,41.2
ANGE,-103.992,40.7939,5177,2002-11,0.26,33.6
ANGE,-103.992,40.7939,5177,2002-12,0,31.5
ANGE,-103.992,40.7939,5177,2003-01,0.06,32.8
ANGE,-103.992,40.7939,5177,2003-02,0.32,24.7
ANGE,-103.992,40.7939,5177,2003-03,2.14,36.3
ANGE,-103.992,40.7939,5177,2003-04,3,47.4
ANGE,-103.992,40.7939,5177,2003-05,1.93,54.1
ANGE,-103.992,40.7939,5177,2003-06,2.92,59.3
ANGE,-103.992,40.7939,5177,2003-07,1.8,73.8
ANGE,-103.992,40.7939,5177,2003-08,0.95,70.9
ANGE,-103.992,40.7939,5177,2003-09,1.93,57.4
ANGE,-103.992,40.7939,5177,2003-10,0.05,51.5
ANGE,-103.992,40.7939,5177,2003-11,0.24,32.6
ANGE,-103.992,40.7939,5177,2003-12,0.28,29.8
ANGE,-103.992,40.7939,5177,2004-01,0.17,29.3
ANGE,-103.992,40.7939,5177,2004-02,0.35,28
ANGE,-103.992,40.7939,5177,2004-03,0.21,40.4
ANGE,-103.992,40.7939,5177,2004-04,1.14,45.8
ANGE,-103.992,40.7939,5177,2004-05,2.49,54.9
ANGE,-103.992,40.7939,5177,2004-06,2.11,60.1
ANGE,-103.992,40.7939,5177,2004-07,1.31,68
ANGE,-103.992,40.7939,5177,2004-08,1.41,65.2
ANGE,-103.992,40.7939,5177,2004-09,2.27,60.9
ANGE,-103.992,40.7939,5177,2004-10,1.01,48.8
ANGE,-103.992,40.7939,5177,2004-11,0.72,34.5
ANGE,-103.992,40.7939,5177,2004-12,0.16,29.7
ANGE,-103.992,40.7939,5177,2005-01,0.19,29.4
ANGE,-103.992,40.7939,5177,2005-02,0.08,31.4
ANGE,-103.992,40.7939,5177,2005-03,0.55,36.2
ANGE,-103.992,40.7939,5177,2005-04,2.26,42.8
ANGE,-103.992,40.7939,5177,2005-05,2.39,52
ANGE,-103.992,40.7939,5177,2005-06,5.66,62
ANGE,-103.992,40.7939,5177,2005-07,0.74,71.1
ANGE,-103.992,40.7939,5177,2005-08,1.42,66.6
ANGE,-103.992,40.7939,5177,2005-09,1.39,61.3
ANGE,-103.992,40.7939,5177,2005-10,2.36,47.4
ANGE,-103.992,40.7939,5177,2005-11,0.27,38.8
ANGE,-103.992,40.7939,5177,2005-12,0.12,25.8
,,,,,,
NAVI4,-105.1768,43.4643,4426,1991-01,0.11,18.5
NAVI4,-105.1768,43.4643,4426,1991-02,0.49,35.7
NAVI4,-105.1768,43.4643,4426,1991-03,0.53,37.2
NAVI4,-105.1768,43.4643,4426,1991-04,2.21,43.7
NAVI4,-105.1768,43.4643,4426,1991-05,5.22,53.5
NAVI4,-105.1768,43.4643,4426,1991-06,1.92,65.1
NAVI4,-105.1768,43.4643,4426,1991-07,0.47,71.8
NAVI4,-105.1768,43.4643,4426,1991-08,0.82,73.3
NAVI4,-105.1768,43.4643,4426,1991-09,0.13,60
NAVI4,-105.1768,43.4643,4426,1991-10,0.15,46.2
NAVI4,-105.1768,43.4643,4426,1991-11,0.62,30.6
NAVI4,-105.1768,43.4643,4426,1991-12,0.03,27.1
NAVI4,-105.1768,43.4643,4426,1992-01,0.02,29.5
NAVI4,-105.1768,43.4643,4426,1992-02,0.24,35.7
NAVI4,-105.1768,43.4643,4426,1992-03,1.7,41.5
NAVI4,-105.1768,43.4643,4426,1992-04,0.47,46.8
NAVI4,-105.1768,43.4643,4426,1992-05,0.9,57.6
NAVI4,-105.1768,43.4643,4426,1992-06,1.34,64.1
NAVI4,-105.1768,43.4643,4426,1992-07,2.8,65.1
NAVI4,-105.1768,43.4643,4426,1992-08,1.34,66.4
NAVI4,-105.1768,43.4643,4426,1992-09,0.48,59.6
NAVI4,-105.1768,43.4643,4426,1992-10,0.27,49.4
NAVI4,-105.1768,43.4643,4426,1992-11,0.62,30.9
NAVI4,-105.1768,43.4643,4426,1992-12,1.12,17.5
NAVI4,-105.1768,43.4643,4426,1993-01,0.3,15.7
NAVI4,-105.1768,43.4643,4426,1993-02,0.99,16
NAVI4,-105.1768,43.4643,4426,1993-03,0.65,35.7
NAVI4,-105.1768,43.4643,4426,1993-04,2.02,43.8
NAVI4,-105.1768,43.4643,4426,1993-05,1.82,55.2
NAVI4,-105.1768,43.4643,4426,1993-06,2.94,59.1
NAVI4,-105.1768,43.4643,4426,1993-07,2.31,65
NAVI4,-105.1768,43.4643,4426,1993-08,1.19,67.2
NAVI4,-105.1768,43.4643,4426,1993-09,0.77,54.7
NAVI4,-105.1768,43.4643,4426,1993-10,1.38,44
NAVI4,-105.1768,43.4643,4426,1993-11,0.64,28.1
NAVI4,-105.1768,43.4643,4426,1993-12,0.51,27.2
NAVI4,-105.1768,43.4643,4426,1994-01,0.37,24.7
NAVI4,-105.1768,43.4643,4426,1994-02,0.24,20.8
NAVI4,-105.1768,43.4643,4426,1994-03,0.12,38.1
NAVI4,-105.1768,43.4643,4426,1994-04,1.48,44.7
NAVI4,-105.1768,43.4643,4426,1994-05,0.56,59.1
NAVI4,-105.1768,43.4643,4426,1994-06,0.86,67
NAVI4,-105.1768,43.4643,4426,1994-07,2.09,71.1
NAVI4,-105.1768,43.4643,4426,1994-08,0.25,73.4
NAVI4,-105.1768,43.4643,4426,1994-09,0.48,62.1
NAVI4,-105.1768,43.4643,4426,1994-10,2.1,46.4
NAVI4,-105.1768,43.4643,4426,1994-11,0.73,32.5
NAVI4,-105.1768,43.4643,4426,1994-12,0.22,29
NAVI4,-105.1768,43.4643,4426,1995-01,0.18,26.8
NAVI4,-105.1768,43.4643,4426,1995-02,0.52,30.4
NAVI4,-105.1768,43.4643,4426,1995-03,0.61,33.5
NAVI4,-105.1768,43.4643,4426,1995-04,1.25,40.7
NAVI4,-105.1768,43.4643,4426,1995-05,2.75,48.6
NAVI4,-105.1768,43.4643,4426,1995-06,2.87,60.4
NAVI4,-105.1768,43.4643,4426,1995-07,1.1,70.4
NAVI4,-105.1768,43.4643,4426,1995-08,0.42,73.9
NAVI4,-105.1768,43.4643,4426,1995-09,2.41,59.3
NAVI4,-105.1768,43.4643,4426,1995-10,1.18,44.9
NAVI4,-105.1768,43.4643,4426,1995-11,0.31,34.4
NAVI4,-105.1768,43.4643,4426,1995-12,0.09,26.2
NAVI4,-105.1768,43.4643,4426,1996-01,0.28,18.1
NAVI4,-105.1768,43.4643,4426,1996-02,0.24,27.3
NAVI4,-105.1768,43.4643,4426,1996-03,0.35,27.6
NAVI4,-105.1768,43.4643,4426,1996-04,1.61,44.1
NAVI4,-105.1768,43.4643,4426,1996-05,3.5,49.7
NAVI4,-105.1768,43.4643,4426,1996-06,0.53,65.8
NAVI4,-105.1768,43.4643,4426,1996-07,0.41,72.2
NAVI4,-105.1768,43.4643,4426,1996-08,0.5,71.3
NAVI4,-105.1768,43.4643,4426,1996-09,0.87,58.3
NAVI4,-105.1768,43.4643,4426,1996-10,1.41,46.4
NAVI4,-105.1768,43.4643,4426,1996-11,0.58,28.6
NAVI4,-105.1768,43.4643,4426,1996-12,0.6,21
NAVI4,-105.1768,43.4643,4426,1997-01,0.23,20.3
NAVI4,-105.1768,43.4643,4426,1997-02,0.68,27.5
NAVI4,-105.1768,43.4643,4426,1997-03,0.13,37.4
NAVI4,-105.1768,43.4643,4426,1997-04,2.16,37.2
NAVI4,-105.1768,43.4643,4426,1997-05,2.18,52.7
NAVI4,-105.1768,43.4643,4426,1997-06,1.64,66
NAVI4,-105.1768,43.4643,4426,1997-07,4.43,70.4
NAVI4,-105.1768,43.4643,4426,1997-08,0.79,69.9
NAVI4,-105.1768,43.4643,4426,1997-09,1.06,61.9
NAVI4,-105.1768,43.4643,4426,1997-10,1.12,48.3
NAVI4,-105.1768,43.4643,4426,1997-11,0.09,32.1
NAVI4,-105.1768,43.4643,4426,1997-12,0.5,24.9
NAVI4,-105.1768,43.4643,4426,1998-01,0.36,24.1
NAVI4,-105.1768,43.4643,4426,1998-02,1.04,32
NAVI4,-105.1768,43.4643,4426,1998-03,1.65,29.6
NAVI4,-105.1768,43.4643,4426,1998-04,0.97,44.6
NAVI4,-105.1768,43.4643,4426,1998-05,1.6,56.4
NAVI4,-105.1768,43.4643,4426,1998-06,2.51,58.2
NAVI4,-105.1768,43.4643,4426,1998-07,2.65,73.4
NAVI4,-105.1768,43.4643,4426,1998-08,2.13,71.2
NAVI4,-105.1768,43.4643,4426,1998-09,1.31,66
NAVI4,-105.1768,43.4643,4426,1998-10,4.33,46.9
NAVI4,-105.1768,43.4643,4426,1998-11,0.7,36.9
NAVI4,-105.1768,43.4643,4426,1998-12,0.17,24.8
NAVI4,-105.1768,43.4643,4426,1999-01,0.1,26.4
NAVI4,-105.1768,43.4643,4426,1999-02,0.05,34.6
NAVI4,-105.1768,43.4643,4426,1999-03,0.38,38.9
NAVI4,-105.1768,43.4643,4426,1999-04,2.43,41
NAVI4,-105.1768,43.4643,4426,1999-05,1.2,52.1
NAVI4,-105.1768,43.4643,4426,1999-06,5.36,62.2
NAVI4,-105.1768,43.4643,4426,1999-07,0.53,72
NAVI4,-105.1768,43.4643,4426,1999-08,1.37,71.6
NAVI4,-105.1768,43.4643,4426,1999-09,1.55,56
NAVI4,-105.1768,43.4643,4426,1999-10,0.12,48.9
NAVI4,-105.1768,43.4643,4426,1999-11,0.39,43.1
NAVI4,-105.1768,43.4643,4426,1999-12,0.19,30.5
NAVI4,-105.1768,43.4643,4426,2000-01,0.36,26.5
NAVI4,-105.1768,43.4643,4426,2000-02,0.46,31.6
NAVI4,-105.1768,43.4643,4426,2000-03,0.6,38
NAVI4,-105.1768,43.4643,4426,2000-04,2.95,44
NAVI4,-105.1768,43.4643,4426,2000-05,2.18,55.5
NAVI4,-105.1768,43.4643,4426,2000-06,1.2,62
NAVI4,-105.1768,43.4643,4426,2000-07,1.19,74.3
NAVI4,-105.1768,43.4643,4426,2000-08,0.28,73.5
NAVI4,-105.1768,43.4643,4426,2000-09,1.11,60.5
NAVI4,-105.1768,43.4643,4426,2000-10,0.35,47.9
NAVI4,-105.1768,43.4643,4426,2000-11,1.23,22.1
NAVI4,-105.1768,43.4643,4426,2000-12,0.25,17.5
NAVI4,-105.1768,43.4643,4426,2001-01,0.08,24.8
NAVI4,-105.1768,43.4643,4426,2001-02,0.84,18
NAVI4,-105.1768,43.4643,4426,2001-03,0.1,33.8
NAVI4,-105.1768,43.4643,4426,2001-04,2.26,45.1
NAVI4,-105.1768,43.4643,4426,2001-05,0.11,55.6
NAVI4,-105.1768,43.4643,4426,2001-06,2.36,65
NAVI4,-105.1768,43.4643,4426,2001-07,3.51,73.9
NAVI4,-105.1768,43.4643,4426,2001-08,0.81,74.1
NAVI4,-105.1768,43.4643,4426,2001-09,0.48,62.6
NAVI4,-105.1768,43.4643,4426,2001-10,0.72,47
NAVI4,-105.1768,43.4643,4426,2001-11,0.85,36.8
NAVI4,-105.1768,43.4643,4426,2001-12,0.13,25.8
NAVI4,-105.1768,43.4643,4426,2002-01,0.01,24.1
NAVI4,-105.1768,43.4643,4426,2002-02,0.22,27.8
NAVI4,-105.1768,43.4643,4426,2002-03,1.13,22.9
NAVI4,-105.1768,43.4643,4426,2002-04,1.12,43.1
NAVI4,-105.1768,43.4643,4426,2002-05,1.78,50.7
NAVI4,-105.1768,43.4643,4426,2002-06,0.22,67.9
NAVI4,-105.1768,43.4643,4426,2002-07,0.44,77.1
NAVI4,-105.1768,43.4643,4426,2002-08,1.74,68.9
NAVI4,-105.1768,43.4643,4426,2002-09,1.71,60.4
NAVI4,-105.1768,43.4643,4426,2002-10,0.55,40.4
NAVI4,-105.1768,43.4643,4426,2002-11,0.28,34.3
NAVI4,-105.1768,43.4643,4426,2002-12,0.09,30.2
NAVI4,-105.1768,43.4643,4426,2003-01,0.27,29.4
NAVI4,-105.1768,43.4643,4426,2003-02,0.58,22.7
NAVI4,-105.1768,43.4643,4426,2003-03,1.94,33.5
NAVI4,-105.1768,43.4643,4426,2003-04,1.7,48.4
NAVI4,-105.1768,43.4643,4426,2003-05,1.15,54.1
NAVI4,-105.1768,43.4643,4426,2003-06,3.38,60.5
NAVI4,-105.1768,43.4643,4426,2003-07,0.26,76.6
NAVI4,-105.1768,43.4643,4426,2003-08,0.77,76
NAVI4,-105.1768,43.4643,4426,2003-09,1.43,57.9
NAVI4,-105.1768,43.4643,4426,2003-10,0.68,51.2
NAVI4,-105.1768,43.4643,4426,2003-11,0.48,27
NAVI4,-105.1768,43.4643,4426,2003-12,0.44,28.1
NAVI4,-105.1768,43.4643,4426,2004-01,0.11,25.6
NAVI4,-105.1768,43.4643,4426,2004-02,0.59,28.2
NAVI4,-105.1768,43.4643,4426,2004-03,0.2,39.4
NAVI4,-105.1768,43.4643,4426,2004-04,0.52,46.7
NAVI4,-105.1768,43.4643,4426,2004-05,1.04,54.5
NAVI4,-105.1768,43.4643,4426,2004-06,0.44,60.9
NAVI4,-105.1768,43.4643,4426,2004-07,3.3,70.5
NAVI4,-105.1768,43.4643,4426,2004-08,0.17,67.3
NAVI4,-105.1768,43.4643,4426,2004-09,1.12,61.1
NAVI4,-105.1768,43.4643,4426,2004-10,1.18,48.5
NAVI4,-105.1768,43.4643,4426,2004-11,0.57,34.9
NAVI4,-105.1768,43.4643,4426,2004-12,0.09,29
NAVI4,-105.1768,43.4643,4426,2005-01,0.36,24
NAVI4,-105.1768,43.4643,4426,2005-02,0,33.1
NAVI4,-105.1768,43.4643,4426,2005-03,0.36,37
NAVI4,-105.1768,43.4643,4426,2005-04,2.02,45.3
NAVI4,-105.1768,43.4643,4426,2005-05,3.38,51.5
NAVI4,-105.1768,43.4643,4426,2005-06,1.79,64.1
NAVI4,-105.1768,43.4643,4426,2005-07,0.35,75.2
NAVI4,-105.1768,43.4643,4426,2005-08,1.58,69.6
NAVI4,-105.1768,43.4643,4426,2005-09,0.82,62.8
NAVI4,-105.1768,43.4643,4426,2005-10,1.05,49.6
NAVI4,-105.1768,43.4643,4426,2005-11,0.21,39.3
NAVI4,-105.1768,43.4643,4426,2005-12,0.1,23.3
,,,,,,
ANGE,-103.576,42.69,4157,1991-01,0.29,19.9
ANGE,-103.576,42.69,4157,1991-02,0.81,36.4
ANGE,-103.576,42.69,4157,1991-03,0.98,38
ANGE,-103.576,42.69,4157,1991-04,2.62,44.9
ANGE,-103.576,42.69,4157,1991-05,8.72,55.8
ANGE,-103.576,42.69,4157,1991-06,4.26,66.4
ANGE,-103.576,42.69,4157,1991-07,1.74,70.9
ANGE,-103.576,42.69,4157,1991-08,1.31,71.8
ANGE,-103.576,42.69,4157,1991-09,0.94,61
ANGE,-103.576,42.69,4157,1991-10,1.07,47.3
ANGE,-103.576,42.69,4157,1991-11,0.66,30.8
ANGE,-103.576,42.69,4157,1991-12,0.02,30.5
ANGE,-103.576,42.69,4157,1992-01,0.45,30.4
ANGE,-103.576,42.69,4157,1992-02,0.86,36.3
ANGE,-103.576,42.69,4157,1992-03,1.96,41
ANGE,-103.576,42.69,4157,1992-04,0.4,46.9
ANGE,-103.576,42.69,4157,1992-05,3.37,58.1
ANGE,-103.576,42.69,4157,1992-06,3.85,63.1
ANGE,-103.576,42.69,4157,1992-07,2.94,65.6
ANGE,-103.576,42.69,4157,1992-08,1.7,65.5
ANGE,-103.576,42.69,4157,1992-09,0.42,60.7
ANGE,-103.576,42.69,4157,1992-10,0.78,48.8
ANGE,-103.576,42.69,4157,1992-11,0.8,31.6
ANGE,-103.576,42.69,4157,1992-12,0.57,19.7
ANGE,-103.576,42.69,4157,1993-01,0.35,19
ANGE,-103.576,42.69,4157,1993-02,1.42,17.2
ANGE,-103.576,42.69,4157,1993-03,1.58,34.5
ANGE,-103.576,42.69,4157,1993-04,2.28,44.1
ANGE,-103.576,42.69,4157,1993-05,1.77,55.9
ANGE,-103.576,42.69,4157,1993-06,6.1,60.9
ANGE,-103.576,42.69,4157,1993-07,3.37,66.2
ANGE,-103.576,42.69,4157,1993-08,1.95,67.5
ANGE,-103.576,42.69,4157,1993-09,1.81,55.3
ANGE,-103.576,42.69,4157,1993-10,2.41,45.5
ANGE,-103.576,42.69,4157,1993-11,1.12,28.5
ANGE,-103.576,42.69,4157,1993-12,0.59,29.2
ANGE,-103.576,42.69,4157,1994-01,0.46,25
ANGE,-103.576,42.69,4157,1994-02,0.16,22.8
ANGE,-103.576,42.69,4157,1994-03,0.52,39.2
ANGE,-103.576,42.69,4157,1994-04,1.12,45.4
ANGE,-103.576,42.69,4157,1994-05,1.49,59.5
ANGE,-103.576,42.69,4157,1994-06,1.39,67.6
ANGE,-103.576,42.69,4157,1994-07,1.92,69.2
ANGE,-103.576,42.69,4157,1994-08,1.32,71.7
ANGE,-103.576,42.69,4157,1994-09,0.7,62.3
ANGE,-103.576,42.69,4157,1994-10,3.5,48.8
ANGE,-103.576,42.69,4157,1994-11,0.37,34.5
ANGE,-103.576,42.69,4157,1994-12,0.98,29.7
ANGE,-103.576,42.69,4157,1995-01,0.74,26.6
ANGE,-103.576,42.69,4157,1995-02,0.35,32.9
ANGE,-103.576,42.69,4157,1995-03,0.4,34.4
ANGE,-103.576,42.69,4157,1995-04,2.68,40.7
ANGE,-103.576,42.69,4157,1995-05,6.46,49.1
ANGE,-103.576,42.69,4157,1995-06,4.21,61.7
ANGE,-103.576,42.69,4157,1995-07,2.02,70
ANGE,-103.576,42.69,4157,1995-08,1.49,73.1
ANGE,-103.576,42.69,4157,1995-09,2.22,59.2
ANGE,-103.576,42.69,4157,1995-10,2.67,46
ANGE,-103.576,42.69,4157,1995-11,0.67,35.9
ANGE,-103.576,42.69,4157,1995-12,0.44,27.9
ANGE,-103.576,42.69,4157,1996-01,0.68,20.1
ANGE,-103.576,42.69,4157,1996-02,0.03,28.9
ANGE,-103.576,42.69,4157,1996-03,0.84,28.4
ANGE,-103.576,42.69,4157,1996-04,2.15,45.4
ANGE,-103.576,42.69,4157,1996-05,5.23,52.2
ANGE,-103.576,42.69,4157,1996-06,1.58,66
ANGE,-103.576,42.69,4157,1996-07,1.59,71
ANGE,-103.576,42.69,4157,1996-08,3.79,70.2
ANGE,-103.576,42.69,4157,1996-09,1.55,58.6
ANGE,-103.576,42.69,4157,1996-10,2.59,48.1
ANGE,-103.576,42.69,4157,1996-11,0.42,29.1
ANGE,-103.576,42.69,4157,1996-12,0.39,23.8
ANGE,-103.576,42.69,4157,1997-01,0.56,22.6
ANGE,-103.576,42.69,4157,1997-02,0.37,30.7
ANGE,-103.576,42.69,4157,1997-03,0.21,38.1
ANGE,-103.576,42.69,4157,1997-04,3.15,38.9
ANGE,-103.576,42.69,4157,1997-05,6.14,53.1
ANGE,-103.576,42.69,4157,1997-06,3.65,65.9
ANGE,-103.576,42.69,4157,1997-07,5.88,70.8
ANGE,-103.576,42.69,4157,1997-08,1.75,68.6
ANGE,-103.576,42.69,4157,1997-09,1.26,62.4
ANGE,-103.576,42.69,4157,1997-10,2.56,48.8
ANGE,-103.576,42.69,4157,1997-11,0.12,33.8
