PRISM Time Series Data
Locations: 42
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Monthly 1991-2020 Normals
Dataset: Norm91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Apr-09
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
HEMU3,-106.6249,40.7514,9432,September,2.81,36.6,49.2,61.9
HEMU3,-106.6249,40.7514,9432,October,4.51,26.6,37.4,48.2
HEMU3,-106.6249,40.7514,9432,November,6.19,16.8,25.6,34.5
HEMU3,-106.6249,40.7514,9432,December,6.51,8.6,17.1,25.6
HEMU3,-106.6249,40.7514,9432,Annual,55.76,24.7,35.9,47.1

HEMU3,-106.4300,40.3100,9327,January,2.63,6.4,17.3,28.2
HEMU3,-106.4300,40.3100,9327,February,2.36,7.6,19.2,30.8
HEMU3,-106.4300,40.3100,9327,March,2.26,13.4,26.1,38.8
HEMU3,-106.4300,40.3100,9327,April,2.74,20.2,32.9,45.6
HEMU3,-106.4300,40.3100,9327,May,2.37,28.8,42.0,55.3
HEMU3,-106.4300,40.3100,9327,June,1.28,36.9,51.9,66.9
HEMU3,-106.4300,40.3100,9327,July,1.43,43.0,58.2,73.5
HEMU3,-106.4300,40.3100,9327,August,1.57,41.9,56.6,71.3
HEMU3,-106.4300,40.3100,9327,September,1.64,35.1,49.4,63.7
HEMU3,-106.4300,40.3100,9327,October,1.98,25.4,37.9,50.4
HEMU3,-106.4300,40.3100,9327,November,2.23,14.6,25.6,36.6
HEMU3,-106.4300,40.3100,9327,December,2.39,6.6,17.1,27.7
HEMU3,-106.4300,40.3100,9327,Annual,24.88,23.3,36.2,49.0

HEMU3,-106.9902,38.9563,9551,January,3.76,1.0,15.7,30.3
HEMU3,-106.9902,38.9563,9551,February,4.28,3.5,18.4,33.3
HEMU3,-106.9902,38.9563,9551,March,3.59,11.2,26.1,41.1
HEMU3,-106.9902,38.9563,9551,April,3.53,19.5,33.2,46.9
HEMU3,-106.9902,38.9563,9551,May,2.87,28.2,42.4,56.6
HEMU3,-106.9902,38.9563,9551,June,1.54,35.3,51.8,68.3
HEMU3,-106.9902,38.9563,9551,July,2.08,41.4,57.3,73.3
HEMU3,-106.9902,38.9563,9551,August,2.84,40.2,55.7,71.2
HEMU3,-106.9902,38.9563,9551,September,2.81,33.6,49.0,64.3
HEMU3,-106.9902,38.9563,9551,October,2.51,24.2,38.4,52.5
HEMU3,-106.9902,38.9563,9551,November,3.12,12.7,26.2,39.7
HEMU3,-106.9902,38.9563,9551,December,3.65,2.2,15.9,29.7
HEMU3,-106.9902,38.9563,9551,Annual,36.57,21.1,35.8,50.6

HEMU3,-106.9902,38.9563,9551,January,3.76,1.0,15.7,30.3
HEMU3,-106.9902,38.9563,9551,February,4.28,3.5,18.4,33.3
HEMU3,-106.9902,38.9563,9551,March,3.59,11.2,26.1,41.1
HEMU3,-106.9902,38.9563,9551,April,3.53,19.5,33.2,46.9
HEMU3,-106.9902,38.9563,9551,May,2.87,28.2,42.4,56.6
HEMU3,-106.9902,38.9563,9551,June,1.54,35.3,51.8,68.3
HEMU3,-106.9902,38.9563,9551,July,2.08,41.4,57.3,73.3
HEMU3,-106.9902,38.9563,9551,August,2.84,40.2,55.7,71.2
HEMU3,-106.9902,38.9563,9551,September,2.81,33.6,49.0,64.3
HEMU3,-106.9902,38.9563,9551,October,2.51,24.2,38.4,52.5
HEMU3,-106.9902,38.9563,9551,November,3.12,12.7,26.2,39.7
HEMU3,-106.9902,38.9563,9551,December,3.65,2.2,15.9,29.7
HEMU3,-106.9902,38.9563,9551,Annual,36.57,21.1,35.8,50.6

HEMU3,-106.5879,40.7549,9206,January,5.49,8.8,17.9,27.0
HEMU3,-106.5879,40.7549,9206,February,5.19,8.9,19.1,29.3
HEMU3,-106.5879,40.7549,9206,March,3.91,14.8,26.2,37.6
HEMU3,-106.5879,40.7549,9206,April,4.06,20.7,32.6,44.6
HEMU3,-106.5879,40.7549,9206,May,3.33,28.7,41.4,54.2
HEMU3,-106.5879,40.7549,9206,June,1.92,36.6,51.0,65.5
HEMU3,-106.5879,40.7549,9206,July,1.52,43.3,58.1,72.9
HEMU3,-106.5879,40.7549,9206,August,1.86,42.3,56.6,71.0
HEMU3,-106.5879,40.7549,9206,September,2.33,35.8,49.2,62.7
HEMU3,-106.5879,40.7549,9206,October,3.35,26.1,37.6,49.0
HEMU3,-106.5879,40.7549,9206,November,4.45,16.5,25.9,35.4
HEMU3,-106.5879,40.7549,9206,December,4.99,8.5,17.4,26.4
HEMU3,-106.5879,40.7549,9206,Annual,42.40,24.2,36.1,48.0

HEMU3,-105.0194,37.7775,8356,January,1.00,17.5,29.5,41.4
HEMU3,-105.0194,37.7775,8356,February,1.13,18.3,30.2,42.1
HEMU3,-105.0194,37.7775,8356,March,1.87,23.2,35.5,47.8
HEMU3,-105.0194,37.7775,8356,April,2.55,28.7,41.2,53.7
HEMU3,-105.0194,37.7775,8356,May,2.31,37.1,49.9,62.7
HEMU3,-105.0194,37.7775,8356,June,1.64,46.6,60.4,74.2
HEMU3,-105.0194,37.7775,8356,July,3.56,50.9,64.6,78.3
HEMU3,-105.0194,37.7775,8356,August,2.89,49.7,62.8,75.8
HEMU3,-105.0194,37.7775,8356,September,1.53,43.6,56.7,69.9
HEMU3,-105.0194,37.7775,8356,October,1.51,32.9,46.0,59.1
HEMU3,-105.0194,37.7775,8356,November,1.16,24.3,36.3,48.4
HEMU3,-105.0194,37.7775,8356,December,1.10,17.7,29.4,41.1
HEMU3,-105.0194,37.7775,8356,Annual,22.23,32.5,45.2,57.9

HEMU3,-107.8660,37.3661,7198,January,2.03,12.6,26.1,39.5
HEMU3,-107.8660,37.3661,7198,February,1.80,16.9,30.0,43.2
HEMU3,-107.8660,37.3661,7198,March,1.68,23.6,37.7,51.7
HEMU3,-107.8660,37.3661,7198,April,1.17,29.2,44.5,59.7
HEMU3,-107.8660,37.3661,7198,May,1.26,37.2,52.9,68.6
HEMU3,-107.8660,37.3661,7198,June,0.71,44.9,62.3,79.6
HEMU3,-107.8660,37.3661,7198,July,2.02,52.3,68.1,84.0
HEMU3,-107.8660,37.3661,7198,August,2.38,51.0,66.3,81.6
HEMU3,-107.8660,37.3661,7198,September,2.26,43.9,59.4,74.9
HEMU3,-107.8660,37.3661,7198,October,1.94,33.1,48.4,63.7
HEMU3,-107.8660,37.3661,7198,November,1.51,23.2,36.7,50.1
HEMU3,-107.8660,37.3661,7198,December,1.75,14.8,27.3,39.7
HEMU3,-107.8660,37.3661,7198,Annual,20.51,31.9,46.6,61.4

HEMU3,-107.3153,37.1939,6857,January,1.64,13.6,27.0,40.3
HEMU3,-107.3153,37.1939,6857,February,1.49,18.1,31.3,44.6
HEMU3,-107.3153,37.1939,6857,March,1.47,24.8,39.1,53.5
HEMU3,-107.3153,37.1939,6857,April,1.07,30.0,45.6,61.3
HEMU3,-107.3153,37.1939,6857,May,1.12,38.2,54.5,70.7
HEMU3,-107.3153,37.1939,6857,June,0.54,46.3,64.3,82.2
HEMU3,-107.3153,37.1939,6857,July,1.64,53.5,70.1,86.7
HEMU3,-107.3153,37.1939,6857,August,2.17,52.2,68.2,84.1
HEMU3,-107.3153,37.1939,6857,September,1.98,44.8,60.9,77.0
HEMU3,-107.3153,37.1939,6857,October,1.60,33.7,49.4,65.1
HEMU3,-107.3153,37.1939,6857,November,1.31,23.7,37.7,51.6
HEMU3,-107.3153,37.1939,6857,December,1.53,15.5,28.1,40.7
HEMU3,-107.3153,37.1939,6857,Annual,17.55,32.9,48.0,63.2

PEWH,-105.7600,39.6300,11690,January,2.46,4.8,14.3,23.8
PEWH,-105.7600,39.6300,11690,February,2.60,5.2,14.8,24.4
PEWH,-105.7600,39.6300,11690,March,2.89,9.9,21.0,32.0
PEWH,-105.7600,39.6300,11690,April,3.72,15.4,27.0,38.5
PEWH,-105.7600,39.6300,11690,May,2.64,24.5,35.9,47.2
PEWH,-105.7600,39.6300,11690,June,1.67,33.7,46.0,58.2
PEWH,-105.7600,39.6300,11690,July,3.25,40.0,51.9,63.9
PEWH,-105.7600,39.6300,11690,August,3.02,38.8,50.0,61.3
PEWH,-105.7600,39.6300,11690,September,1.89,32.3,43.6,55.0
PEWH,-105.7600,39.6300,11690,October,1.93,22.3,32.9,43.5
PEWH,-105.7600,39.6300,11690,November,2.43,12.4,21.9,31.4
PEWH,-105.7600,39.6300,11690,December,2.36,5.2,14.5,23.8
PEWH,-105.7600,39.6300,11690,Annual,30.86,20.4,31.1,41.9

PEWH,-106.1100,40.9200,9380,January,2.51,9.4,18.3,27.2
PEWH,-106.1100,40.9200,9380,February,2.40,8.9,19.0,29.1
PEWH,-106.1100,40.9200,9380,March,2.66,14.6,25.8,37.0
PEWH,-106.1100,40.9200,9380,April,3.45,19.9,31.9,44.0
PEWH,-106.1100,40.9200,9380,May,2.95,28.0,40.9,53.8
PEWH,-106.1100,40.9200,9380,June,1.69,35.6,50.5,65.3
PEWH,-106.1100,40.9200,9380,July,1.39,42.3,57.4,72.5
PEWH,-106.1100,40.9200,9380,August,1.32,41.1,55.7,70.4
PEWH,-106.1100,40.9200,9380,September,1.71,34.5,48.4,62.4
PEWH,-106.1100,40.9200,9380,October,2.13,25.5,37.3,49.1
PEWH,-106.1100,40.9200,9380,November,2.36,16.4,25.8,35.3
PEWH,-106.1100,40.9200,9380,December,2.51,9.1,17.9,26.7
PEWH,-106.1100,40.9200,9380,Annual,27.09,23.8,35.7,47.7

PEWH,-107.0001,38.9544,10476,January,4.08,6.5,17.4,28.4
PEWH,-107.0001,38.9544,10476,February,4.69,7.7,19.1,30.6
PEWH,-107.0001,38.9544,10476,March,3.91,13.0,25.7,38.5
PEWH,-107.0001,38.9544,10476,April,3.86,19.1,31.7,44.4
PEWH,-107.0001,38.9544,10476,May,3.11,27.8,40.5,53.2
PEWH,-107.0001,38.9544,10476,June,1.65,36.8,50.9,64.9
PEWH,-107.0001,38.9544,10476,July,2.12,42.6,56.0,69.3
PEWH,-107.0001,38.9544,10476,August,3.00,41.5,54.7,67.8
PEWH,-107.0001,38.9544,10476,September,2.97,35.4,48.2,61.0
PEWH,-107.0001,38.9544,10476,October,2.68,25.6,37.4,49.3
PEWH,-107.0001,38.9544,10476,November,3.40,14.6,25.7,36.8
PEWH,-107.0001,38.9544,10476,December,3.96,7.0,17.4,27.9
PEWH,-107.0001,38.9544,10476,Annual,39.43,23.1,35.4,47.7

PEWH,-105.6901,40.6241,11060,January,2.87,6.2,15.9,25.6
PEWH,-105.6901,40.6241,11060,February,2.85,5.3,15.4,25.6
PEWH,-105.6901,40.6241,11060,March,3.11,10.4,21.2,31.9
PEWH,-105.6901,40.6241,11060,April,4.11,15.2,26.9,38.6
PEWH,-105.6901,40.6241,11060,May,3.23,23.9,36.1,48.2
PEWH,-105.6901,40.6241,11060,June,1.56,33.9,47.1,60.2
PEWH,-105.6901,40.6241,11060,July,2.23,40.1,53.3,66.6
PEWH,-105.6901,40.6241,11060,August,2.32,39.0,51.7,64.3
PEWH,-105.6901,40.6241,11060,September,1.91,32.5,44.8,57.2
PEWH,-105.6901,40.6241,11060,October,2.40,22.5,33.7,44.8
PEWH,-105.6901,40.6241,11060,November,2.71,13.9,23.1,32.4
PEWH,-105.6901,40.6241,11060,December,2.64,6.9,16.3,25.7
PEWH,-105.6901,40.6241,11060,Annual,31.94,20.8,32.1,43.4

PEWH,-105.5770,39.9880,9895,January,2.48,11.6,20.4,29.1
PEWH,-105.5770,39.9880,9895,February,2.68,11.0,20.8,30.5
PEWH,-105.5770,39.9880,9895,March,3.22,16.2,27.1,37.9
PEWH,-105.5770,39.9880,9895,April,4.24,21.3,32.4,43.5
PEWH,-105.5770,39.9880,9895,May,3.41,28.8,40.6,52.4
PEWH,-105.5770,39.9880,9895,June,1.82,36.8,50.6,64.4
PEWH,-105.5770,39.9880,9895,July,2.76,42.7,56.5,70.3
